tick,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,pressure_pa,temperature_c,latitude,longitude,gps_altitude,unix_time,milliseconds,satellites,baro_altitude,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,quat_w,quat_x,quat_y,quat_z,p_diag_0,p_diag_1,p_diag_2,p_diag_3,p_diag_4,p_diag_5,p_diag_6,p_diag_7,p_diag_8,flags,battery_v,state,relay,last_command
44135,0,0,0,0,0,0,20,5,-40,88812.125,25,0,0,0,0,0,0,1130.64794921875,-0.0000000000000000000000002801299308627047,-0.01093344483524561,-296.5511779785156,-0.000000000000000000000051476187514328965,-0.9966937303543091,0.20777885615825653,0.7071047425270081,0.001725143869407475,0.7071047425270081,0.0017186821205541492,1.0000001192092896,1,0.3117496371269226,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44146,0,0,0,0,0,0,20,5,-40,88790.1796875,25,0,0,0,0,0,0,1132.815673828125,-0.0000000000000000000000002809048141387613,-0.010933448560535908,-297.3714904785156,-0.00000000000000000000005161858006316498,-0.9966939687728882,0.20776376128196716,0.7071046829223633,0.0017299067694693804,0.7071046829223633,0.0017234450206160545,1.0000001192092896,1,0.3114185929298401,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44157,0,0,0,0,0,0,20,5,-40,88746.3359375,25,0,0,0,0,0,0,1135.197509765625,-0.00000000000000000000000028168176817469415,-0.010933452285826206,-298.1940002441406,-0.0000000000000000000000517613512652355,-0.9966942071914673,0.2077486217021942,0.7071046829223633,0.0017346825916320086,0.7071046829223633,0.0017282208427786827,1.0000001192092896,1,0.31108829379081726,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44168,0,0,0,0,0,0,20,5,-40,88724.4375,25,0,0,0,0,0,0,1137.5565185546875,-0.00000000000000000000000028245889477395,-0.010933456011116505,-299.0166931152344,-0.000000000000000000000051904154021742226,-0.9966944456100464,0.20773348212242126,0.7071046829223633,0.0017394593451172113,0.7071046829223633,0.0017329975962638855,1.0000001192092896,1,0.3107587695121765,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44179,0,0,0,0,0,0,20,5,-40,88702.5546875,25,0,0,0,0,0,0,1139.894775390625,-0.00000000000000000000000028323616928462557,-0.010933459736406803,-299.83953857421875,-0.00000000000000000000005204698517724154,-0.9966946840286255,0.20771834254264832,0.7071046829223633,0.0017442371463403106,0.7071046829223633,0.0017377753974869847,1.0000001192092896,1,0.31042996048927307,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44190,0,0,0,0,0,0,20,5,-40,88702.5546875,25,0,0,0,0,0,0,1141.999267578125,-0.00000000000000000000000028323616928462557,-0.010933459736406803,-299.83953857421875,-0.00000000000000000000005204698517724154,-0.9966946840286255,0.20771834254264832,0.7071046829223633,0.0017442371463403106,0.7071046829223633,0.0017377753974869847,1.0000001192092896,1,0.31042996048927307,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44200,0,0,0,0,0,0,20,5,-40,88680.6875,25,0,0,0,0,0,0,1144.1083984375,-0.00000000000000000000000028401361635862417,-0.010933463461697102,-300.6625671386719,-0.00000000000000000000005218984788717707,-0.9966949224472046,0.20770320296287537,0.7071046829223633,0.0017490159953013062,0.7071046829223633,0.0017425542464479804,1.0000001192092896,1,0.3101019263267517,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44211,0,0,0,0,0,0,20,5,-40,88658.828125,25,0,0,0,0,0,0,1146.2218017578125,-0.0000000000000000000000002847912359959458,-0.0109334671869874,-301.48577880859375,-0.0000000000000000000000523327421515488,-0.9966951608657837,0.20768806338310242,0.7071046233177185,0.0017537956591695547,0.7071046233177185,0.0017473339103162289,1.0000001192092896,1,0.30977460741996765,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44222,0,0,0,0,0,0,20,5,-40,88636.9921875,25,0,0,0,0,0,0,1148.3387451171875,-0.0000000000000000000000002855690035446871,-0.010933470912277699,-302.30914306640625,-0.000000000000000000000052475664814913124,-0.9966953992843628,0.20767290890216827,0.7071046233177185,0.0017585764871910214,0.7071046233177185,0.0017521147383376956,1.0000001192092896,1,0.3094480633735657,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44233,0,0,0,0,0,0,20,5,-40,88615.1640625,25,0,0,0,0,0,0,1150.458984375,-0.0000000000000000000000002863469436567515,-0.010933474637567997,-303.1326904296875,-0.000000000000000000000052618615877270034,-0.9966956377029419,0.20765775442123413,0.7071046233177185,0.0017633583629503846,0.7071046233177185,0.0017568966140970588,1.0000001192092896,1,0.309122234582901,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44244,0,0,0,0,0,0,20,5,-40,88593.359375,25,0,0,0,0,0,0,1152.5819091796875,-0.00000000000000000000000028712503168023557,-0.010933478362858295,-303.9563903808594,-0.00000000000000000000005276159533861953,-0.996695876121521,0.2076425999403,0.7071046233177185,0.0017681411700323224,0.7071046233177185,0.0017616794211789966,1.0000001192092896,1,0.308797150850296,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44255,0,0,0,0,0,0,20,5,-40,88549.78125,25,0,0,0,0,0,0,1154.9217529296875,-0.0000000000000000000000002879051411597893,-0.010933482088148594,-304.7822265625,-0.000000000000000000000052904943986872673,-0.9966961145401001,0.20762740075588226,0.7071045637130737,0.0017729360843077302,0.7071045637130737,0.0017664743354544044,1.0000001192092896,1,0.30847281217575073,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44266,0,0,0,0,0,0,20,5,-40,88528.0234375,25,0,0,0,0,0,0,1157.2421875,-0.00000000000000000000000028868539855076273,-0.010933485813438892,-305.60821533203125,-0.0000000000000000000000530483210341184,-0.9966963529586792,0.20761220157146454,0.7071045637130737,0.0017777321627363563,0.7071045637130737,0.0017712704138830304,1.0000001192092896,1,0.30814918875694275,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44277,0,0,0,0,0,0,20,5,-40,88506.2734375,25,0,0,0,0,0,0,1159.544921875,-0.0000000000000000000000002894658038531559,-0.01093348953872919,-306.4343566894531,-0.0000000000000000000000531917233249131,-0.9966965913772583,0.20759700238704681,0.7071045637130737,0.001782529172487557,0.7071045637130737,0.001776067423634231,1.0000001192092896,1,0.30782631039619446,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44288,0,0,0,0,0,0,20,5,-40,88484.53125,25,0,0,0,0,0,0,1161.831787109375,-0.0000000000000000000000002902463570669688,-0.01093349326401949,-307.2606506347656,-0.000000000000000000000053335157170144,-0.9966968297958374,0.2075818032026291,0.7071045637130737,0.0017873269971460104,0.7071045637130737,0.0017808652482926846,1.0000001192092896,1,0.30750414729118347,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44299,0,0,0,0,0,0,20,5,-40,88462.8125,25,0,0,0,0,0,0,1164.1041259765625,-0.00000000000000000000000029102703354029815,-0.010933496989309788,-308.08709716796875,-0.00000000000000000000005347861625892388,-0.9966970682144165,0.20756660401821136,0.7071045637130737,0.0017921257531270385,0.7071045637130737,0.0017856640042737126,1.0000001192092896,1,0.3071827292442322,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44310,0,0,0,0,0,0,20,5,-40,88441.109375,25,0,0,0,0,0,0,1166.36328125,-0.00000000000000000000000029180785792504722,-0.010933500714600086,-308.9136962890625,-0.00000000000000000000005362210059125272,-0.9966973066329956,0.20755138993263245,0.707104504108429,0.0017969250911846757,0.707104504108429,0.0017904633423313498,1.0000001192092896,1,0.3068620264530182,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44321,0,0,0,0,0,0,20,5,-40,88419.421875,25,0,0,0,0,0,0,1168.6104736328125,-0.00000000000000000000000029258883022121602,-0.010933504439890385,-309.7404479980469,-0.00000000000000000000005376561016713052,-0.9966975450515747,0.20753617584705353,0.707104504108429,0.0018017255933955312,0.707104504108429,0.0017952638445422053,1.0000001192092896,1,0.3065420389175415,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44332,0,0,0,0,0,0,20,5,-40,88397.7421875,25,0,0,0,0,0,0,1170.8470458984375,-0.00000000000000000000000029336995042880456,-0.010933508165180683,-310.5673522949219,-0.0000000000000000000000539091449865573,-0.9966977834701538,0.2075209617614746,0.707104504108429,0.0018065269105136395,0.707104504108429,0.0018000651616603136,1.0000001192092896,1,0.3062227666378021,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44343,0,0,0,0,0,0,20,5,-40,88376.0859375,25,0,0,0,0,0,0,1173.07373046875,-0.00000000000000000000000029415119389590953,-0.010933511890470982,-311.3944091796875,-0.00000000000000000000005405270504953304,-0.9966980218887329,0.2075057476758957,0.707104504108429,0.0018113290425390005,0.707104504108429,0.0018048672936856747,1.0000001192092896,1,0.30590420961380005,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44354,0,0,0,0,0,0,20,5,-40,88354.4375,25,0,0,0,0,0,0,1175.29150390625,-0.00000000000000000000000029493258527443423,-0.01093351561576128,-312.2215881347656,-0.00000000000000000000005419629035605774,-0.996698260307312,0.20749053359031677,0.707104504108429,0.0018161321058869362,0.707104504108429,0.0018096703570336103,1.0000001192092896,1,0.3055863678455353,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44365,0,0,0,0,0,0,20,5,-40,88332.8046875,25,0,0,0,0,0,0,1177.501220703125,-0.00000000000000000000000029571409991247537,-0.010933519341051579,-313.0489196777344,-0.00000000000000000000005433990090613142,-0.9966984987258911,0.20747530460357666,0.7071044445037842,0.001820935751311481,0.7071044445037842,0.0018144740024581552,1.0000001192092896,1,0.3052692413330078,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44376,0,0,0,0,0,0,20,5,-40,88311.1875,25,0,0,0,0,0,0,1179.7034912109375,-0.00000000000000000000000029649573781003295,-0.010933523066341877,-313.87640380859375,-0.00000000000000000000005448353669975406,-0.9966987371444702,0.20746007561683655,0.7071044445037842,0.0018257404444739223,0.7071044445037842,0.0018192786956205964,1.0000001192092896,1,0.30495283007621765,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44387,0,0,0,0,0,0,20,5,-40,88289.5859375,25,0,0,0,0,0,0,1181.89892578125,-0.00000000000000000000000029727752361901026,-0.010933526791632175,-314.7040100097656,-0.00000000000000000000005462719773692567,-0.9966989755630493,0.20744484663009644,0.7071044445037842,0.0018305459525436163,0.7071044445037842,0.0018240842036902905,1.0000001192092896,1,0.3046371042728424,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44398,0,0,0,0,0,0,20,5,-40,88268,25,0,0,0,0,0,0,1184.088134765625,-0.000000000000000000000000298059432687504,-0.010933530516922474,-315.5317687988281,-0.000000000000000000000054770877706759,-0.9966992139816284,0.20742961764335632,0.7071044445037842,0.0018353522755205631,0.7071044445037842,0.0018288905266672373,1.0000001192092896,1,0.30432209372520447,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44409,0,0,0,0,0,0,20,5,-40,88246.4296875,25,0,0,0,0,0,0,1186.271728515625,-0.0000000000000000000000002988414650155142,-0.010933534242212772,-316.3596496582031,-0.0000000000000000000000549145829201413,-0.9966994524002075,0.2074143886566162,0.7071044445037842,0.001840159296989441,0.7071044445037842,0.001833697548136115,1.0000001192092896,1,0.30400776863098145,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44420,0,0,0,0,0,0,20,5,-40,88224.875,25,0,0,0,0,0,0,1188.4500732421875,-0.00000000000000000000000029962362060304084,-0.01093353796750307,-317.18768310546875,-0.00000000000000000000005505831337707257,-0.9966996908187866,0.2073991596698761,0.7071044445037842,0.0018449671333655715,0.7071044445037842,0.0018385053845122457,1.0000001192092896,1,0.3036941587924957,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44431,0,0,0,0,0,0,20,5,-40,88203.3359375,25,0,0,0,0,0,0,1190.6236572265625,-0.0000000000000000000000003004058994500839,-0.01093354169279337,-318.0158386230469,-0.00000000000000000000005520206276666557,-0.9966999292373657,0.2073839157819748,0.7071043848991394,0.0018497754354029894,0.7071043848991394,0.0018433136865496635,1.0000001192092896,1,0.3033812344074249,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44442,0,0,0,0,0,0,20,5,-40,88181.8046875,25,0,0,0,0,0,0,1192.79296875,-0.00000000000000000000000030118830155664343,-0.010933545418083668,-318.8441162109375,-0.00000000000000000000005534583739980753,-0.9967001676559448,0.2073686718940735,0.7071043848991394,0.0018545847851783037,0.7071043848991394,0.0018481230363249779,1.0000001192092896,1,0.30306902527809143,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44453,0,0,0,0,0,0,20,5,-40,88160.296875,25,0,0,0,0,0,0,1194.958251953125,-0.0000000000000000000000003019708269227194,-0.010933549143373966,-319.6725158691406,-0.00000000000000000000005548963096561121,-0.9967004060745239,0.20735342800617218,0.7071043848991394,0.001859394833445549,0.7071043848991394,0.0018529330845922232,1.0000001192092896,1,0.30275750160217285,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44464,0,0,0,0,0,0,20,5,-40,88138.796875,25,0,0,0,0,0,0,1197.1197509765625,-0.0000000000000000000000003027534755483118,-0.010933552868664265,-320.50103759765625,-0.00000000000000000000005563344977496387,-0.996700644493103,0.20733818411827087,0.7071043848991394,0.001864205696620047,0.7071043848991394,0.0018577439477667212,1.0000001192092896,1,0.3024466633796692,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44475,0,0,0,0,0,0,20,5,-40,88117.3125,25,0,0,0,0,0,0,1199.27783203125,-0.0000000000000000000000003035362474334206,-0.010933556593954563,-321.3297119140625,-0.00000000000000000000005577728751697825,-0.9967008829116821,0.20732294023036957,0.7071043252944946,0.0018690170254558325,0.7071043252944946,0.0018625552766025066,1.0000001192092896,1,0.30213651061058044,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44486,0,0,0,0,0,0,20,5,-40,88095.84375,25,0,0,0,0,0,0,1201.4327392578125,-0.0000000000000000000000003043191425780459,-0.010933560319244862,-322.15850830078125,-0.00000000000000000000005592115050254159,-0.9967011213302612,0.20730769634246826,0.7071043252944946,0.0018738292856141925,0.7071043252944946,0.0018673675367608666,1.0000001192092896,1,0.3018270432949066,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44497,0,0,0,0,0,0,20,5,-40,88074.390625,25,0,0,0,0,0,0,1203.584716796875,-0.00000000000000000000000030510213633028432,-0.01093356404453516,-322.9874267578125,-0.00000000000000000000005606503242076666,-0.9967013597488403,0.20729245245456696,0.7071043252944946,0.0018786422442644835,0.7071043252944946,0.0018721804954111576,1.0000001192092896,1,0.3015182614326477,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44508,0,0,0,0,0,0,20,5,-40,88052.953125,25,0,0,0,0,0,0,1205.73388671875,-0.0000000000000000000000003058852533420392,-0.010933567769825459,-323.81646728515625,-0.00000000000000000000005620893327165346,-0.9967015981674194,0.20727719366550446,0.7071043252944946,0.0018834559014067054,0.7071043252944946,0.0018769941525533795,1.0000001192092896,1,0.3012101650238037,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44519,0,0,0,0,0,0,20,5,-40,88031.53125,25,0,0,0,0,0,0,1207.88037109375,-0.0000000000000000000000003066684689614072,-0.010933571495115757,-324.6455993652344,-0.00000000000000000000005635285936608922,-0.9967018365859985,0.20726193487644196,0.7071043252944946,0.0018882702570408583,0.7071043252944946,0.0018818085081875324,1.0000001192092896,1,0.30090272426605225,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44530,0,0,0,0,0,0,20,5,-40,88010.1171875,25,0,0,0,0,0,0,1210.0244140625,-0.0000000000000000000000003074518078402917,-0.010933575220406055,-325.474853515625,-0.00000000000000000000005649680439318671,-0.9967020750045776,0.20724667608737946,0.7071042656898499,0.0018930850783362985,0.7071042656898499,0.0018866233294829726,1.0000001192092896,1,0.3005959689617157,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44541,0,0,0,0,0,0,20,5,-40,87988.7265625,25,0,0,0,0,0,0,1212.166259765625,-0.0000000000000000000000003082352453267893,-0.010933578945696354,-326.3042297363281,-0.00000000000000000000005664076835294592,-0.9967023134231567,0.20723141729831696,0.7071042656898499,0.0018979008309543133,0.7071042656898499,0.0018914390821009874,1.0000001192092896,1,0.30028989911079407,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44552,0,0,0,0,0,0,20,5,-40,87967.34375,25,0,0,0,0,0,0,1214.305908203125,-0.00000000000000000000000030901880607280336,-0.010933582670986652,-327.13372802734375,-0.00000000000000000000005678475124536686,-0.9967025518417358,0.20721615850925446,0.7071042656898499,0.0019027171656489372,0.7071042656898499,0.0018962554167956114,1.0000001192092896,1,0.29998448491096497,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44563,0,0,0,0,0,0,20,5,-40,87945.9765625,25,0,0,0,0,0,0,1216.443603515625,-0.00000000000000000000000030980246542643057,-0.01093358639627695,-327.96331787109375,-0.00000000000000000000005692875307044953,-0.9967027902603149,0.20720089972019196,0.7071042656898499,0.0019075341988354921,0.7071042656898499,0.0019010724499821663,1.0000001192092896,1,0.2996797561645508,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44574,0,0,0,0,0,0,20,5,-40,87924.6328125,25,0,0,0,0,0,0,1218.579345703125,-0.00000000000000000000000031058622338767093,-0.01093359012156725,-328.79302978515625,-0.00000000000000000000005707277382819392,-0.996703028678894,0.20718564093112946,0.7071042656898499,0.0019123518140986562,0.7071042656898499,0.0019058900652453303,1.0000001192092896,1,0.2993756830692291,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44585,0,0,0,0,0,0,20,5,-40,87903.296875,25,0,0,0,0,0,0,1220.71337890625,-0.00000000000000000000000031137007995652445,-0.010933593846857548,-329.62286376953125,-0.00000000000000000000005721681351860003,-0.9967032670974731,0.20717036724090576,0.7071042060852051,0.0019171698950231075,0.7071042060852051,0.0019107081461697817,1.0000001192092896,1,0.299072265625,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44596,0,0,0,0,0,0,20,5,-40,87881.9765625,25,0,0,0,0,0,0,1222.8455810546875,-0.0000000000000000000000003121540351329911,-0.010933597572147846,-330.4527893066406,-0.00000000000000000000005736087214166787,-0.9967035055160522,0.20715509355068207,0.7071042060852051,0.0019219887908548117,0.7071042060852051,0.0019155270420014858,1.0000001192092896,1,0.2987695336341858,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44607,0,0,0,0,0,0,20,5,-40,87860.6640625,25,0,0,0,0,0,0,1224.9761962890625,-0.00000000000000000000000031293808891707094,-0.010933601297438145,-331.2828369140625,-0.00000000000000000000005750494969739744,-0.9967037439346313,0.20713981986045837,0.7071042060852051,0.001926808268763125,0.7071042060852051,0.001920346519909799,1.0000001192092896,1,0.2984674572944641,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8638142943382263,4,0,3
44618,0,0,0,0,0,0,20,5,-40,87839.375,25,0,0,0,0,0,0,1227.105224609375,-0.0000000000000000000000003137222413087639,-0.010933605022728443,-332.11297607421875,-0.00000000000000000000005764904618578873,-0.9967039823532104,0.20712454617023468,0.7071041464805603,0.0019316282123327255,0.7071041464805603,0.0019251664634793997,1.0000001192092896,1,0.29816603660583496,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44629,0,0,0,0,0,0,20,5,-40,87818.1015625,25,0,0,0,0,0,0,1229.232666015625,-0.00000000000000000000000031450649230807004,-0.010933608748018742,-332.9432067871094,-0.00000000000000000000005779316160684174,-0.9967042207717896,0.207109272480011,0.7071041464805603,0.001936448970809579,0.7071041464805603,0.001929987221956253,1.0000001192092896,1,0.29786527156829834,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44640,0,0,0,0,0,0,20,5,-40,87796.8359375,25,0,0,0,0,0,0,1231.3587646484375,-0.0000000000000000000000003152908419149893,-0.01093361247330904,-333.7735595703125,-0.00000000000000000000005793729596055649,-0.9967044591903687,0.2070939987897873,0.7071041464805603,0.0019412703113630414,0.7071041464805603,0.0019348085625097156,1.0000001192092896,1,0.29756516218185425,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44651,0,0,0,0,0,0,20,5,-40,87775.5859375,25,0,0,0,0,0,0,1233.4833984375,-0.00000000000000000000000031607529012952175,-0.010933616198599339,-334.60400390625,-0.00000000000000000000005808144293604571,-0.9967046976089478,0.2070787250995636,0.7071041464805603,0.001946092233993113,0.7071041464805603,0.0019396304851397872,1.0000001192092896,1,0.2972657084465027,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44662,0,0,0,0,0,0,20,5,-40,87733.140625,25,0,0,0,0,0,0,1235.817626953125,-0.0000000000000000000000003168615625848975,-0.010933619923889637,-335.4363708496094,-0.00000000000000000000005822592438855875,-0.9967049360275269,0.20706340670585632,0.7071041464805603,0.00195092533249408,0.7071041464805603,0.0019444635836407542,1.0000001192092896,1,0.29696691036224365,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44673,0,0,0,0,0,0,20,5,-40,87711.9375,25,0,0,0,0,0,0,1238.1292724609375,-0.0000000000000000000000003176479336478864,-0.010933623649179935,-336.2688293457031,-0.00000000000000000000005837042477373351,-0.996705174446106,0.20704808831214905,0.7071040868759155,0.0019557587802410126,0.7071040868759155,0.0019492970313876867,1.0000001192092896,1,0.29666873812675476,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44684,0,0,0,0,0,0,20,5,-40,87711.9375,25,0,0,0,0,0,0,1240.209716796875,-0.0000000000000000000000003176479336478864,-0.010933623649179935,-336.2688293457031,-0.00000000000000000000005837042477373351,-0.996705174446106,0.20704808831214905,0.7071040868759155,0.0019557587802410126,0.7071040868759155,0.0019492970313876867,1.0000001192092896,1,0.29666873812675476,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44694,0,0,0,0,0,0,20,5,-40,87690.7421875,25,0,0,0,0,0,0,1242.2930908203125,-0.0000000000000000000000003184343786665852,-0.010933627374470234,-337.10137939453125,-0.00000000000000000000005851493778068276,-0.9967054128646851,0.20703276991844177,0.7071040868759155,0.001960593042895198,0.7071040868759155,0.001954131294041872,1.0000001192092896,1,0.2963712215423584,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44705,0,0,0,0,0,0,20,5,-40,87669.5703125,25,0,0,0,0,0,0,1244.3787841796875,-0.00000000000000000000000031922089764099382,-0.010933631099760532,-337.93402099609375,-0.00000000000000000000005865946972029373,-0.9967056512832642,0.2070174515247345,0.7071040868759155,0.0019654277712106705,0.7071040868759155,0.0019589660223573446,1.0000001192092896,1,0.2960743308067322,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
44716,0,0,0,0,0,0,20,5,-40,87648.4140625,25,0,0,0,0,0,0,1246.466552734375,-0.0000000000000000000000003200075152230156,-0.01093363482505083,-338.7667541503906,-0.00000000000000000000005880401428167919,-0.9967058897018433,0.20700213313102722,0.7071040868759155,0.0019702629651874304,0.7071040868759155,0.0019638012163341045,1.0000001192092896,1,0.2957780957221985,0.0028258191887289286,0.00010279556590830907,0.002825023839250207,0.002741617849096656,0.002741617849096656,0.002741617849096656,0,0.8276714086532593,4,0,3
